State,Year,Population,Violent crime total,Murder and nonnegligent Manslaughter,Legacy rape /1,Revised rape /2,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,Violent Crime rate,Murder and nonnegligent manslaughter rate,Legacy rape rate /1,Revised rape rate /2,Robbery rate,Aggravated assault rate,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate
Alabama,1997,4319000,24379,426,1396,,6931,15626,186809,43786,127616,15407,564.5,9.9,32.3,,160.5,361.8,4325.3,1013.8,2954.8,356.7
Alabama,1998,4352000,22286,354,1443,,5698,14791,177779,41965,120943,14871,512.1,8.1,33.2,,130.9,339.9,4085,964.3,2779,341.7
Alabama,1999,4369862,21421,345,1513,,5297,14266,171398,38648,119616,13134,490.2,7.9,34.6,,121.2,326.5,3922.3,884.4,2737.3,300.6
Alabama,2000,4447100,21620,329,1482,,5702,14107,180539,40331,127399,12809,486.2,7.4,33.3,,128.2,317.2,4059.7,906.9,2864.8,288
Alabama,2001,4468912,19582,379,1369,,5584,12250,173253,40642,119992,12619,438.2,8.5,30.6,,125,274.1,3876.8,909.4,2685,282.4
Alabama,2002,4478896,19931,303,1664,,5962,12002,180400,42578,123932,13890,445,6.8,37.2,,133.1,268,4027.8,950.6,2767,310.1
Alabama,2003,4503726,19331,299,1656,,6038,11338,182241,43245,124039,14957,429.2,6.6,36.8,,134.1,251.7,4046.4,960.2,2754.1,332.1
Alabama,2004,4525375,19324,254,1742,,6042,11286,182340,44666,123650,14024,427,5.6,38.5,,133.5,249.4,4029.3,987,2732.4,309.9
Alabama,2005,4548327,19678,374,1564,,6447,11293,177393,43473,120780,13140,433,8.2,34.4,,141.7,248.3,3900,955.8,2656,289
Alabama,2006,4599030,19553,382,1646,,7062,10463,181249,44780,121451,15018,425.2,8.3,35.8,,153.6,227.5,3941,973.7,2640.8,326.5
Alabama,2007,4627851,20775,412,1548,,7398,11417,184082,45379,124465,14238,448.9,8.9,33.4,,159.9,246.7,3977.7,980.6,2689.5,307.7
Alabama,2008,4661900,21110,351,1618,,7346,11795,190416,50411,126539,13466,452.8,7.5,34.7,,157.6,253,4084.5,1081.3,2714.3,288.9
Alabama,2009,4708708,21194,322,1504,,6265,13103,178007,48844,118072,11091,450.1,6.8,31.9,,133.1,278.3,3780.4,1037.3,2507.5,235.5
Alabama,2010,4785401,18363,275,1355,,4864,11869,168828,42484,115564,10780,383.7,5.7,28.3,,101.6,248,3528,887.8,2414.9,225.3
Alabama,2011,4803689,20166,299,1370,,4906,13591,173192,51119,111411,10662,419.8,6.2,28.5,,102.1,282.9,3605.4,1064.2,2319.3,222
Alabama,2012,4817528,21693,342,1296,,5020,15035,168878,47481,111523,9874,450.3,7.1,26.9,,104.2,312.1,3505.5,985.6,2314.9,205
Alabama,2013,4833996,20834,346,1449,2055,4645,13788,161835,42410,108862,10563,431,7.2,30,42.5,96.1,285.2,3347.9,877.3,2252,218.5
Alabama,2014,4849377,20727,276,1436,2005,4701,13745,154094,39715,104238,10141,427.4,5.7,29.6,41.3,96.9,283.4,3177.6,819,2149.5,209.1
Alaska,1997,609000,4270,54,403,,648,3165,27840,4276,20780,2784,701.1,8.9,66.2,,106.4,519.7,4571.4,702.1,3412.2,457.1
Alaska,1998,614000,4015,41,421,,532,3021,25316,4098,18611,2607,653.9,6.7,68.6,,86.6,492,4123.1,667.4,3031.1,424.6
Alaska,1999,619500,3908,52,517,,566,2773,23099,3787,16654,2658,630.8,8.4,83.5,,91.4,447.6,3728.7,611.3,2688.3,429.1
Alaska,2000,626932,3554,27,497,,490,2540,23087,3899,16838,2350,566.9,4.3,79.3,,78.2,405.1,3682.5,621.9,2685.8,374.8
Alaska,2001,633630,3735,39,501,,514,2681,23160,3847,16695,2618,589.5,6.2,79.1,,81.1,423.1,3655.1,607.1,2634.8,413.2
Alaska,2002,641482,3627,33,511,,489,2594,24118,3908,17739,2471,565.4,5.1,79.7,,76.2,404.4,3759.7,609.2,2765.3,385.2
Alaska,2003,648280,3877,39,605,,446,2787,24386,3874,18051,2461,598,6,93.3,,68.8,429.9,3761.6,597.6,2784.4,379.6
Alaska,2004,657755,4159,37,558,,447,3117,22172,3773,16159,2240,632.3,5.6,84.8,,68,473.9,3370.9,573.6,2456.7,340.6
Alaska,2005,663253,4194,32,538,,537,3087,23975,4131,17249,2595,632,4.8,81.1,,81,465.4,3615,622.8,2601,391
Alaska,2006,670053,4610,36,512,,600,3462,23975,4155,17284,2536,688,5.4,76.4,,89.5,516.7,3578.1,620.1,2579.5,378.5
Alaska,2007,683478,4520,43,545,,581,3351,23096,3734,16929,2433,661.3,6.3,79.7,,85,490.3,3379.2,546.3,2476.9,356
Alaska,2008,686293,4475,27,447,,645,3356,20090,3237,15225,1628,652.1,3.9,65.1,,94,489,2927.3,471.7,2218.4,237.2
Alaska,2009,698473,4424,22,513,,654,3235,20538,3600,15251,1687,633.4,3.1,73.4,,93.6,463.2,2940.4,515.4,2183.5,241.5
Alaska,2010,714146,4537,31,533,,594,3379,20259,3105,15535,1619,635.3,4.3,74.6,,83.2,473.2,2836.8,434.8,2175.3,226.7
Alaska,2011,723860,4416,30,436,,576,3374,19094,2852,14854,1388,610.1,4.1,60.2,,79.6,466.1,2637.8,394,2052.1,191.7
Alaska,2012,730307,4412,30,583,,630,3169,20037,2950,15565,1522,604.1,4.1,79.8,,86.3,433.9,2743.6,403.9,2131.3,208.4
Alaska,2013,737259,4709,34,657,925,623,3127,21211,2917,16599,1695,638.7,4.6,89.1,125.5,84.5,424.1,2877,395.7,2251.4,229.9
Alaska,2014,736732,4684,41,555,771,629,3243,20334,3150,15445,1739,635.8,5.6,75.3,104.7,85.4,440.2,2760,427.6,2096.4,236
Arizona,1997,4555000,28411,375,1492,,7547,18997,299323,60077,195045,44201,623.7,8.2,32.8,,165.7,417.1,6571.3,1318.9,4282,970.4
Arizona,1998,4669000,26984,376,1451,,7715,17442,280001,56473,183137,40391,577.9,8.1,31.1,,165.2,373.6,5997,1209.5,3922.4,865.1
Arizona,1999,4778332,26334,384,1383,,7288,17279,255401,49423,167731,38247,551.1,8,28.9,,152.5,361.6,5345,1034.3,3510.2,800.4
Arizona,2000,5130632,27281,359,1577,,7504,17841,271811,51902,176705,43204,531.7,7,30.7,,146.3,347.7,5297.8,1011.6,3444.1,842.1
Arizona,2001,5306966,28675,400,1518,,8868,17889,293874,54821,186850,52203,540.3,7.5,28.6,,167.1,337.1,5537.5,1033,3520.8,983.7
Arizona,2002,5441125,30171,387,1608,,8000,20176,318296,59087,201541,57668,554.5,7.1,29.6,,147,370.8,5849.8,1085.9,3704,1059.9
Arizona,2003,5579222,28638,441,1856,,7619,18722,314335,58613,198725,56997,513.3,7.9,33.3,,136.6,335.6,5634,1050.6,3561.9,1021.6
Arizona,2004,5739879,28952,414,1896,,7721,18921,291203,56885,179012,55306,504.4,7.2,33,,134.5,329.6,5073.3,991,3118.7,963.5
Arizona,2005,5953007,30478,445,2006,,8579,19448,287345,56328,176112,54905,512,7.5,33.7,,144.1,326.7,4827,946.2,2958,922
Arizona,2006,6166318,33456,533,2449,,9491,20983,294389,59418,178321,56650,542.6,8.6,39.7,,153.9,340.3,4774.1,963.6,2891.9,918.7
Arizona,2007,6338755,32835,548,2353,,9764,20170,287308,59988,177076,50244,518,8.6,37.1,,154,318.2,4532.6,946.4,2793.5,792.6
Arizona,2008,6500180,31567,462,2200,,9809,19096,266653,58606,169460,38587,485.6,7.1,33.8,,150.9,293.8,4102.2,901.6,2607,593.6
Arizona,2009,6595778,28128,380,2279,,8199,17270,236721,54308,155976,26437,426.5,5.8,34.6,,124.3,261.8,3589,823.4,2364.8,400.8
Arizona,2010,6413158,26528,408,2191,,6953,16976,226802,50932,154137,21733,413.6,6.4,34.2,,108.4,264.7,3536.5,794.2,2403.4,338.9
Arizona,2011,6467315,26789,397,2499,,7145,16748,229896,54695,155400,19801,414.2,6.1,38.6,,110.5,259,3554.7,845.7,2402.9,306.2
Arizona,2012,6551149,28077,358,2282,,7383,18054,231701,52911,159808,18982,428.6,5.5,34.8,,112.7,275.6,3536.8,807.7,2439.4,289.8
Arizona,2013,6634997,27576,355,2344,3174,6656,17391,223294,48292,158036,16966,415.6,5.4,35.3,47.8,100.3,262.1,3365.4,727.8,2381.9,255.7
Arizona,2014,6731484,26916,319,2464,3378,6249,16970,215240,43562,154091,17587,399.9,4.7,36.6,50.2,92.8,252.1,3197.5,647.1,2289.1,261.3
Arkansas,1997,2523000,13293,250,1098,,2814,9131,105759,25568,72253,7938,526.9,9.9,43.5,,111.5,361.9,4191.8,1013.4,2863.8,314.6
Arkansas,1998,2538000,12442,201,893,,2442,8906,96271,23559,65525,7187,490.2,7.9,35.2,,96.2,350.9,3793.2,928.3,2581.8,283.2
Arkansas,1999,2551373,10848,143,710,,2024,7971,92283,21692,63927,6664,425.2,5.6,27.8,,79.3,312.4,3617,850.2,2505.6,261.2
Arkansas,2000,2673400,11904,168,848,,2001,8887,98115,21443,69740,6932,445.3,6.3,31.7,,74.8,332.4,3670,802.1,2608.7,259.3
Arkansas,2001,2694698,12190,148,892,,2181,8969,99106,22196,69590,7320,452.4,5.5,33.1,,80.9,332.8,3677.8,823.7,2582.5,271.6
Arkansas,2002,2706268,11501,142,754,,2524,8081,101171,23229,71129,6813,425,5.2,27.9,,93.3,298.6,3738.4,858.3,2628.3,251.7
Arkansas,2003,2727774,12449,180,911,,2227,9131,99084,25016,68061,6007,456.4,6.6,33.4,,81.6,334.7,3632.4,917.1,2495.1,220.2
Arkansas,2004,2750000,13814,176,1183,,2372,10083,110911,30151,74242,6518,502.3,6.4,43,,86.3,366.7,4033.1,1096.4,2699.7,237
Arkansas,2005,2775708,14670,189,1202,,2532,10747,112914,30118,75510,7286,528,6.8,43.3,,91.2,387.2,4068,1085.1,2720,262
Arkansas,2006,2810872,15538,205,1325,,2749,11259,112025,31864,72646,7515,552.8,7.3,47.1,,97.8,400.6,3985.4,1133.6,2584.5,267.4
Arkansas,2007,2834797,15226,198,1294,,3105,10629,112130,32035,73096,6999,537.1,7,45.6,,109.5,374.9,3955.5,1130.1,2578.5,246.9
Arkansas,2008,2855390,14649,165,1463,,2777,10244,110360,33912,69905,6543,513,5.8,51.2,,97.3,358.8,3865,1187.6,2448.2,229.1
Arkansas,2009,2889450,14905,179,1378,,2576,10772,109078,34753,68228,6097,515.8,6.2,47.7,,89.2,372.8,3775,1202.8,2361.3,211
Arkansas,2010,2921588,14711,134,1321,,2369,10887,103820,32463,65796,5561,503.5,4.6,45.2,,81.1,372.6,3553.5,1111.1,2252.1,190.3
Arkansas,2011,2938582,14173,160,1230,,2357,10426,110430,34016,70645,5769,482.3,5.4,41.9,,80.2,354.8,3757.9,1157.6,2404.1,196.3
Arkansas,2012,2949828,13851,174,1233,,2310,10134,109389,32673,70982,5734,469.6,5.9,41.8,,78.3,343.5,3708.3,1107.6,2406.3,194.4
Arkansas,2013,2958765,13705,158,1135,1490,2261,9796,106477,30369,70430,5678,463.2,5.3,38.4,50.4,76.4,331.1,3598.7,1026.4,2380.4,191.9
Arkansas,2014,2966369,14243,165,1182,1763,2050,10265,99018,24790,68627,5601,480.1,5.6,39.8,59.4,69.1,346,3338,835.7,2313.5,188.8
California,1997,32268000,257582,2579,10189,,81468,163346,1312367,299240,784405,228722,798.3,8,31.6,,252.5,506.2,4067.1,927.4,2430.9,708.8
California,1998,32667000,229883,2171,9782,,68782,149148,1188791,269012,724262,195517,703.7,6.6,29.9,,210.6,456.6,3639.1,823.5,2217.1,598.5
California,1999,33145121,207879,2005,9363,,60039,136472,1053285,223814,660991,168480,627.2,6,28.2,,181.1,411.7,3177.8,675.3,1994.2,508.3
California,2000,33871648,210531,2079,9785,,60249,138418,1056183,222293,651855,182035,621.6,6.1,28.9,,177.9,408.7,3118.2,656.3,1924.5,537.4
California,2001,34600463,212867,2206,9960,,64614,136087,1134189,232273,697739,204177,615.2,6.4,28.8,,186.7,393.3,3278,671.3,2016.6,590.1
California,2002,35001986,208388,2395,10198,,64968,130827,1176484,238428,715692,222364,595.4,6.8,29.1,,185.6,373.8,3361.2,681.2,2044.7,635.3
California,2003,35462712,205551,2407,9994,,63770,129380,1215086,242274,731486,241326,579.6,6.8,28.2,,179.8,364.8,3426.4,683.2,2062.7,680.5
California,2004,35842038,189175,2392,9615,,61768,115400,1227194,245903,728687,252604,527.8,6.7,26.8,,172.3,322,3423.9,686.1,2033.1,704.8
California,2005,36154147,190178,2503,9392,,63622,114661,1200531,250521,692467,257543,526,6.9,26,,176,317.1,3321,692.9,1915,712
California,2006,36457549,194483,2486,9235,,71142,111620,1159988,247230,669103,243655,533.5,6.8,25.3,,195.1,306.2,3181.7,678.1,1835.3,668.3
California,2007,36553215,191561,2262,9046,,70706,109547,1112510,237850,654526,220134,524.1,6.2,24.7,,193.4,299.7,3043.5,650.7,1790.6,602.2
California,2008,36756666,185329,2142,8903,,69388,104896,1080996,237811,650656,192529,504.2,5.8,24.2,,188.8,285.4,2941,647,1770.2,523.8
California,2009,36961664,174934,1972,8713,,64093,100156,1009433,230198,615402,163833,473.3,5.3,23.6,,173.4,271,2731,622.8,1665,443.3
California,2010,37338198,164133,1809,8331,,58116,95877,981939,228857,600558,152524,439.6,4.8,22.3,,155.6,256.8,2629.9,612.9,1608.4,408.5
California,2011,37683933,154943,1792,7665,,54291,91195,973822,230075,596905,146842,411.2,4.8,20.3,,144.1,242,2584.2,610.5,1584,389.7
California,2012,37999878,160944,1884,7837,,56521,94702,1049465,245767,635090,168608,423.5,5,20.6,,148.7,249.2,2761.8,646.8,1671.3,443.7
California,2013,38431393,154739,1746,7464,10324,53640,89029,1018907,232058,621557,165292,402.6,4.5,19.4,26.9,139.6,231.7,2651.2,603.8,1617.3,430.1
California,2014,38802500,153709,1699,8398,11527,48680,91803,947192,202670,592670,151852,396.1,4.4,21.6,29.7,125.5,236.6,2441.1,522.3,1527.4,391.3
Colorado,1997,3893000,14139,157,1677,,3242,9063,166902,30994,119801,16107,363.2,4,43.1,,83.3,232.8,4287.2,796.1,3077.3,413.7
Colorado,1998,3971000,15008,183,1883,,3238,9704,163189,31231,115871,16087,377.9,4.6,47.4,,81.5,244.4,4109.5,786.5,2917.9,405.1
Colorado,1999,4056133,13811,185,1679,,3056,8891,151002,26979,109228,14795,340.5,4.6,41.4,,75.3,219.2,3722.8,665.1,2692.9,364.8
Colorado,2000,4301261,14367,134,1774,,3034,9425,156937,27133,112843,16961,334,3.1,41.2,,70.5,219.1,3648.6,630.8,2623.5,394.3
Colorado,2001,4430989,15492,158,1930,,3555,9849,170887,28533,121360,20994,349.6,3.6,43.6,,80.2,222.3,3856.6,643.9,2738.9,473.8
Colorado,2002,4501051,15882,179,2066,,3579,10058,180054,31678,125193,23183,352.9,4,45.9,,79.5,223.5,4000.3,703.8,2781.4,515.1
Colorado,2003,4547633,15757,185,1913,,3738,9921,179706,32394,124496,22816,346.5,4.1,42.1,,82.2,218.2,3951.6,712.3,2737.6,501.7
Colorado,2004,4601821,17121,201,1945,,3739,11236,180322,33010,123308,24004,372,4.4,42.3,,81.3,244.2,3918.5,717.3,2679.5,521.6
Colorado,2005,4663295,18498,173,2026,,3948,12351,188449,34746,127602,26101,397,3.7,43.4,,84.7,264.9,4041,745.1,2736,560
Colorado,2006,4753377,18794,171,2158,,3824,12641,163439,32411,110372,20656,395.4,3.6,45.4,,80.4,265.9,3438.4,681.9,2322,434.6
Colorado,2007,4861515,17101,155,2075,,3461,11410,145808,28633,100519,16656,351.8,3.2,42.7,,71.2,234.7,2999.2,589,2067.6,342.6
Colorado,2008,4939456,17480,165,2151,,3404,11760,139340,28054,97937,13349,353.9,3.3,43.5,,68.9,238.1,2821,568,1982.7,270.3
Colorado,2009,5024748,17022,159,2269,,3371,11223,134196,26637,95079,12480,338.8,3.2,45.2,,67.1,223.4,2670.7,530.1,1892.2,248.4
Colorado,2010,5047692,16339,129,2230,,3164,10816,135001,26196,97534,11271,323.7,2.6,44.2,,62.7,214.3,2674.5,519,1932.2,223.3
Colorado,2011,5116302,16085,155,2285,,3299,10346,132781,25725,96054,11002,314.4,3,44.7,,64.5,202.2,2595.3,502.8,1877.4,215
Colorado,2012,5189458,15951,152,2122,,3392,10285,139355,26163,101091,12101,307.4,2.9,40.9,,65.4,198.2,2685.3,504.2,1948,233.2
Colorado,2013,5272086,16099,174,2198,2963,3136,9826,139974,25075,102375,12524,305.4,3.3,41.7,56.2,59.5,186.4,2655,475.6,1941.8,237.6
Colorado,2014,5355866,16554,151,2121,3039,3039,10325,135510,23472,99464,12574,309.1,2.8,39.6,56.7,56.7,192.8,2530.1,438.2,1857.1,234.8
Connecticut,1997,3270000,12781,124,740,,4999,6918,117505,24143,78821,14541,390.9,3.8,22.6,,152.9,211.6,3593.4,738.3,2410.4,444.7
Connecticut,1998,3274000,11993,135,728,,4379,6751,111978,21801,77472,12705,366.3,4.1,22.2,,133.8,206.2,3420.2,665.9,2366.3,388.1
Connecticut,1999,3282031,11342,107,654,,4054,6527,99894,19298,69299,11297,345.6,3.3,19.9,,123.5,198.9,3043.7,588,2111.5,344.2
Connecticut,2000,3405565,11058,98,678,,3832,6450,99033,17436,68498,13099,324.7,2.9,19.9,,112.5,189.4,2908,512,2011.4,384.6
Connecticut,2001,3434602,11492,105,639,,4183,6565,95299,17159,65762,12378,334.6,3.1,18.6,,121.8,191.1,2774.7,499.6,1914.7,360.4
Connecticut,2002,3458587,10807,84,740,,4069,5914,93426,17111,64735,11580,312.5,2.4,21.4,,117.6,171,2701.3,494.7,1871.7,334.8
Connecticut,2003,3486960,11045,112,698,,4212,6023,92981,16043,65568,11370,316.8,3.2,20,,120.8,172.7,2666.5,460.1,1880.4,326.1
Connecticut,2004,3498966,10113,100,755,,4188,5070,93942,15959,66770,11213,289,2.9,21.6,,119.7,144.9,2684.9,456.1,1908.3,320.5
Connecticut,2005,3500701,9542,105,712,,3933,4792,90270,15245,64416,10609,273,3,20.3,,112.3,136.9,2579,435.5,1840,303
Connecticut,2006,3504809,10505,137,696,,4460,5212,90638,15583,64765,10290,299.7,3.9,19.9,,127.3,148.7,2586.1,444.6,1847.9,293.6
Connecticut,2007,3502309,10547,113,690,,4303,5441,86528,15640,60937,9951,301.1,3.2,19.7,,122.9,155.4,2470.6,446.6,1739.9,284.1
Connecticut,2008,3501252,10737,132,680,,4043,5882,87210,15107,63212,8891,306.7,3.8,19.4,,115.5,168,2490.8,431.5,1805.4,253.9
Connecticut,2009,3518288,10588,106,657,,4001,5824,82625,15172,59992,7461,300.9,3,18.7,,113.7,165.5,2348.4,431.2,1705.1,212.1
Connecticut,2010,3575498,10083,133,595,,3553,5802,78259,15145,56413,6701,282,3.7,16.6,,99.4,162.3,2188.8,423.6,1577.8,187.4
Connecticut,2011,3586717,9889,129,689,,3689,5382,77205,15468,55067,6670,275.7,3.6,19.2,,102.9,150.1,2152.5,431.3,1535.3,186
Connecticut,2012,3591765,10183,117,933,,3709,5424,77169,14787,55904,6478,283.5,3.3,26,,103.3,151,2148.5,411.7,1556.4,180.4
Connecticut,2013,3599341,9439,91,647,891,3551,4906,71274,12934,52099,6241,262.2,2.5,18,24.8,98.7,136.3,1980.2,359.3,1447.5,173.4
Connecticut,2014,3596677,8522,86,571,782,3159,4495,69070,11955,51005,6110,236.9,2.4,15.9,21.7,87.8,125,1920.4,332.4,1418.1,169.9
Delaware,1997,732000,5753,22,428,,1783,3520,36578,6421,25904,4253,785.9,3,58.5,,243.6,480.9,4997,877.2,3538.8,581
Delaware,1998,744000,5672,21,499,,1445,3707,34230,6395,24649,3186,762.4,2.8,67.1,,194.2,498.3,4600.8,859.5,3313,428.2
Delaware,1999,753538,5534,24,529,,1492,3489,30922,5245,22634,3043,734.4,3.2,70.2,,198,463,4103.6,696,3003.7,403.8
Delaware,2000,783600,5363,25,424,,1394,3520,29727,5216,21360,3151,684.4,3.2,54.1,,177.9,449.2,3793.6,665.6,2725.9,402.1
Delaware,2001,796599,4868,23,420,,1156,3269,27399,5144,19476,2779,611.1,2.9,52.7,,145.1,410.4,3439.5,645.7,2444.9,348.9
Delaware,2002,805945,4836,26,358,,1154,3298,26967,5355,18555,3057,600,3.2,44.4,,143.2,409.2,3346,664.4,2302.3,379.3
Delaware,2003,818166,5525,21,370,,1441,3693,27943,6066,18933,2944,675.3,2.6,45.2,,176.1,451.4,3415.3,741.4,2314.1,359.8
Delaware,2004,830069,5105,28,357,,1343,3377,27256,5669,19285,2302,615,3.4,43,,161.8,406.8,3283.6,683,2323.3,277.3
Delaware,2005,841741,5332,37,377,,1306,3612,26245,5811,18085,2349,633,4.4,44.8,,155.2,429.1,3118,690.4,2148,279
Delaware,2006,853476,5983,42,417,,1791,3733,29670,6337,20449,2884,701,4.9,48.9,,209.8,437.4,3476.4,742.5,2396,337.9
Delaware,2007,864764,6100,39,341,,1763,3957,29216,6420,20454,2342,705.4,4.5,39.4,,203.9,457.6,3378.5,742.4,2365.3,270.8
Delaware,2008,873092,6187,57,371,,1847,3912,31385,6783,22045,2557,708.6,6.5,42.5,,211.5,448.1,3594.7,776.9,2524.9,292.9
Delaware,2009,885122,5713,41,395,,1680,3597,29685,6943,20836,1906,645.4,4.6,44.6,,189.8,406.4,3353.8,784.4,2354,215.3
Delaware,2010,899792,5608,51,326,,1839,3392,31078,7550,21593,1935,623.3,5.7,36.2,,204.4,377,3453.9,839.1,2399.8,215
Delaware,2011,908137,5144,48,307,,1558,3231,31163,7617,22001,1545,566.4,5.3,33.8,,171.6,355.8,3431.5,838.8,2422.7,170.1
Delaware,2012,917053,5048,56,249,,1498,3245,30707,7389,21880,1438,550.5,6.1,27.2,,163.3,353.9,3348.4,805.7,2385.9,156.8
Delaware,2013,925240,4633,41,278,399,1233,2960,29001,6299,21347,1355,500.7,4.4,30,43.1,133.3,319.9,3134.4,680.8,2307.2,146.4
Delaware,2014,935614,4576,54,249,386,1269,2867,27900,5768,20865,1267,489.1,5.8,26.6,41.3,135.6,306.4,2982,616.5,2230.1,135.4
District of Columbia,1997,529000,10708,301,218,,4501,5688,41341,6963,26809,7569,2024.2,56.9,41.2,,850.9,1075.2,7814.9,1316.3,5067.9,1430.8
District of Columbia,1998,523000,8988,260,190,,3606,4932,37222,6361,24360,6501,1718.5,49.7,36.3,,689.5,943,7117,1216.3,4657.7,1243
District of Columbia,1999,519000,8448,241,248,,3344,4615,33420,5067,21701,6652,1627.7,46.4,47.8,,644.3,889.2,6439.3,976.3,4181.3,1281.7
District of Columbia,2000,572059,8626,239,251,,3554,4582,33000,4745,21655,6600,1507.9,41.8,43.9,,621.3,801,5768.6,829.5,3785.4,1153.7
District of Columbia,2001,573822,9195,231,181,,3780,5003,35232,4949,22313,7970,1602.4,40.3,31.5,,658.7,871.9,6139.9,862.5,3888.5,1388.9
District of Columbia,2002,569157,9322,264,262,,3834,4962,36477,5170,21708,9599,1637.9,46.4,46,,673.6,871.8,6409,908.4,3814.1,1686.5
District of Columbia,2003,557620,9061,249,274,,3941,4597,32696,4671,18119,9906,1624.9,44.7,49.1,,706.8,824.4,5863.5,837.7,3249.3,1776.5
District of Columbia,2004,554239,7590,198,222,,3202,3968,26896,3946,14542,8408,1369.4,35.7,40.1,,577.7,715.9,4852.8,712,2623.8,1517
District of Columbia,2005,582049,8032,195,166,,3700,3971,26133,3577,14836,7720,1380,33.5,28.5,,635.7,682.2,4490,614.6,2549,1326
District of Columbia,2006,581530,8772,169,185,,3829,4589,27064,3835,15908,7321,1508.4,29.1,31.8,,658.4,789.1,4653.9,659.5,2735.5,1258.9
District of Columbia,2007,588292,8325,181,192,,4265,3687,28922,3926,17390,7606,1415.1,30.8,32.6,,725,626.7,4916.3,667.4,2956,1292.9
District of Columbia,2008,591833,8509,186,186,,4430,3707,30211,3788,19958,6465,1437.7,31.4,31.4,,748.5,626.4,5104.6,640,3372.2,1092.4
District of Columbia,2009,599657,8089,145,150,,4404,3390,28495,3696,19267,5532,1348.9,24.2,25,,734.4,565.3,4751.9,616.4,3213,922.5
District of Columbia,2010,604912,8026,132,187,,4325,3382,28802,4233,19514,5055,1326.8,21.8,30.9,,715,559.1,4761.4,699.8,3225.9,835.7
District of Columbia,2011,619020,7433,108,173,,4094,3058,29654,3850,21347,4457,1200.8,17.4,27.9,,661.4,494,4790.5,622,3448.5,720
District of Columbia,2012,633427,7866,88,236,,4037,3505,30757,3519,23575,3663,1241.8,13.9,37.3,,637.3,553.3,4855.7,555.5,3721.8,578.3
District of Columbia,2013,649111,8415,103,297,395,4082,3835,31097,3316,24547,3234,1296.4,15.9,45.8,60.9,628.9,590.8,4790.7,510.9,3781.6,498.2
District of Columbia,2014,658893,8199,105,352,472,3497,4125,34147,3466,26898,3783,1244.4,15.9,53.4,71.6,530.7,626.1,5182.5,526,4082.3,574.1
Florida,1997,14654000,149996,1012,7599,,40459,100926,915613,213926,594492,107195,1023.6,6.9,51.9,,276.1,688.7,6248.2,1459.8,4056.9,731.5
Florida,1998,14916000,140016,967,7404,,36198,95447,887107,203105,579752,104250,938.7,6.5,49.6,,242.7,639.9,5947.4,1361.7,3886.8,698.9
Florida,1999,15111244,129044,859,6990,,31969,89226,808674,181378,534105,93191,854,5.7,46.3,,211.6,590.5,5351.5,1200.3,3534.5,616.7
Florida,2000,15982378,129777,903,7057,,31809,90008,780377,172898,518298,89181,812,5.6,44.2,,199,563.2,4882.7,1081.8,3242.9,558
Florida,2001,16373330,130713,874,6641,,32867,90331,782517,176052,516548,89917,798.3,5.3,40.6,,200.7,551.7,4779.2,1075.2,3154.8,549.2
Florida,2002,16691701,128721,911,6753,,32581,88476,777236,177242,511478,88516,771.2,5.5,40.5,,195.2,530.1,4656.4,1061.9,3064.3,530.3
Florida,2003,16999181,124280,924,6727,,31523,85106,757696,170644,505489,81563,731.1,5.4,39.6,,185.4,500.6,4457.3,1003.8,2973.6,479.8
Florida,2004,17385430,123754,946,6612,,29997,86199,727141,166332,482484,78325,711.8,5.4,38,,172.5,495.8,4182.5,956.7,2775.2,450.5
Florida,2005,17768191,125957,883,6592,,30141,88341,712998,164783,472912,75303,709,5,37.1,,169.6,497.2,4013,927.4,2662,424
Florida,2006,18089888,129602,1129,6475,,34147,87851,721101,170873,473774,76454,716.4,6.2,35.8,,188.8,485.6,3986.2,944.6,2619,422.6
Florida,2007,18251243,131878,1202,6149,,38155,86372,746249,181836,490783,73630,722.6,6.6,33.7,,209.1,473.2,4088.8,996.3,2689,403.4
Florida,2008,18328340,126256,1168,5972,,36268,82848,758889,188472,506902,63515,688.9,6.4,32.6,,197.9,452,4140.5,1028.3,2765.7,346.5
Florida,2009,18537969,113541,1017,5501,,30911,76112,712010,181884,479867,50259,612.5,5.5,29.7,,166.7,410.6,3840.8,981.1,2588.6,271.1
Florida,2010,18838613,101969,987,5373,,26086,69523,669035,169119,458454,41462,541.3,5.2,28.5,,138.5,369,3551.4,897.7,2433.6,220.1
Florida,2011,19082262,98198,984,5273,,25622,66319,671200,170171,461408,39621,514.6,5.2,27.6,,134.3,347.5,3517.4,891.8,2418,207.6
Florida,2012,19320749,94087,1009,5260,,23889,63929,632988,153563,442095,37330,487,5.2,27.2,,123.6,330.9,3276.2,794.8,2288.2,193.2
Florida,2013,19600311,91993,972,4765,6767,23200,61054,607170,138915,433344,34911,469.3,5,24.3,34.5,118.4,311.5,3097.8,708.7,2210.9,178.1
Florida,2014,19893297,107521,1149,6051,8563,24914,72895,679446,143220,493647,42579,540.5,5.8,30.4,43,125.2,366.4,3415.5,719.9,2481.5,214
Georgia,1997,7486000,45408,563,2328,,15473,27044,388155,81320,262263,44572,606.6,7.5,31.1,,206.7,361.3,5185.1,1086.3,3503.4,595.4
