State,Year,Population,Violent crime total,Murder and nonnegligent Manslaughter,Legacy rape /1,Revised rape /2,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,Violent Crime rate,Murder and nonnegligent manslaughter rate,Legacy rape rate /1,Revised rape rate /2,Robbery rate,Aggravated assault rate,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate
Oklahoma,2008,3642361,19359,215,1471,,3698,13975,126535,35247,80265,11023,531.5,5.9,40.4,,101.5,383.7,3474,967.7,2203.7,302.6
Oklahoma,2009,3687050,18560,234,1535,,3358,13433,132350,38071,83813,10466,503.4,6.3,41.6,,91.1,364.3,3589.6,1032.6,2273.2,283.9
Oklahoma,2010,3760184,18100,195,1469,,3345,13091,129464,37848,81303,10313,481.4,5.2,39.1,,89,348.1,3443,1006.5,2162.2,274.3
Oklahoma,2011,3784163,17311,212,1410,,3288,12401,127618,36462,80064,11092,457.5,5.6,37.3,,86.9,327.7,3372.4,963.5,2115.8,293.1
Oklahoma,2012,3815780,18102,220,1622,,3248,13012,130969,36094,83131,11744,474.4,5.8,42.5,,85.1,341,3432.3,945.9,2178.6,307.8
Oklahoma,2013,3853118,17187,198,1715,2314,3023,11652,126418,33512,81624,11282,446.1,5.1,44.5,60.1,78.5,302.4,3280.9,869.7,2118.4,292.8
Oklahoma,2014,3878051,15744,175,1277,1777,3048,10744,115982,29508,75891,10583,406,4.5,32.9,45.8,78.6,277,2990.7,760.9,1956.9,272.9
Oregon,1997,3243000,14412,95,1306,,3811,9200,188916,33507,136129,19280,444.4,2.9,40.3,,117.5,283.7,5825.3,1033.2,4197.6,594.5
Oregon,1998,3282000,13778,126,1307,,3452,8893,171545,30442,123841,17262,419.8,3.8,39.8,,105.2,271,5226.8,927.5,3773.3,526
Oregon,1999,3316154,12432,88,1219,,2858,8267,153434,26749,113052,13633,374.9,2.7,36.8,,86.2,249.3,4626.9,806.6,3409.1,411.1
Oregon,2000,3421399,12000,70,1286,,2888,7756,153780,25618,114230,13932,350.7,2,37.6,,84.4,226.7,4494.7,748.8,3338.7,407.2
Oregon,2001,3473441,10650,84,1174,,2749,6643,164524,26648,123034,14842,306.6,2.4,33.8,,79.1,191.3,4736.6,767.2,3542.1,427.3
Oregon,2002,3520355,10298,72,1238,,2742,6246,161145,25696,118925,16524,292.5,2,35.2,,77.9,177.4,4577.5,729.9,3378.2,469.4
Oregon,2003,3564330,10506,68,1218,,2847,6373,169863,28562,122327,18974,294.8,1.9,34.2,,79.9,178.8,4765.6,801.3,3432,532.3
Oregon,2004,3591363,10724,90,1283,,2751,6600,166475,30072,117868,18535,298.6,2.5,35.7,,76.6,183.8,4635.4,837.3,3282,516.1
Oregon,2005,3638871,10444,80,1266,,2478,6620,160199,27621,113316,19262,287,2.2,34.8,,68.1,181.9,4402,759.1,3114,529
Oregon,2006,3700758,10534,88,1219,,2711,6516,137858,24324,98897,14637,284.6,2.4,32.9,,73.3,176.1,3725.1,657.3,2672.3,395.5
Oregon,2007,3747455,11015,76,1276,,2864,6799,132773,22979,95157,14637,293.9,2,34,,76.4,181.4,3543,613.2,2539.2,390.6
Oregon,2008,3790060,9909,87,1183,,2656,5983,125169,21115,92677,11377,261.4,2.3,31.2,,70.1,157.9,3302.6,557.1,2445.3,300.2
Oregon,2009,3825657,9968,88,1202,,2499,6179,114780,19739,85064,9977,260.6,2.3,31.4,,65.3,161.5,3000.3,516,2223.5,260.8
Oregon,2010,3838332,9648,96,1239,,2421,5892,116657,20035,87494,9128,251.4,2.5,32.3,,63.1,153.5,3039.3,522,2279.5,237.8
Oregon,2011,3868229,9643,84,1239,,2237,6083,121869,20704,92059,9106,249.3,2.2,32,,57.8,157.3,3150.5,535.2,2379.9,235.4
Oregon,2012,3899801,9638,91,1159,,2419,5969,126417,22051,94114,10252,247.1,2.3,29.7,,62,153.1,3241.6,565.4,2413.3,262.9
Oregon,2013,3928068,9536,82,1000,1464,2394,5596,125083,20808,94363,9912,242.8,2.1,25.5,37.3,60.9,142.5,3184.3,529.7,2402.3,252.3
Oregon,2014,3970239,9224,81,1052,1458,2093,5592,114305,17230,87526,9549,232.3,2,26.5,36.7,52.7,140.8,2879,434,2204.6,240.5
Pennsylvania,1997,12020000,53140,705,3289,,18788,30358,359323,68218,246892,44213,442.1,5.9,27.4,,156.3,252.6,2989.4,567.5,2054,367.8
Pennsylvania,1998,12001000,50470,633,3223,,19787,26827,342318,63777,235873,42668,420.5,5.3,26.9,,164.9,223.5,2852.4,531.4,1965.4,355.5
Pennsylvania,1999,11994016,50431,592,3279,,18670,27890,323021,56037,227750,39234,420.5,4.9,27.3,,155.7,232.5,2693.2,467.2,1898.9,327.1
Pennsylvania,2000,12281054,51584,602,3247,,18155,29580,316274,54080,225869,36325,420,4.9,26.4,,147.8,240.9,2575.3,440.4,1839.2,295.8
Pennsylvania,2001,12303104,50432,651,3467,,17500,28814,313408,54345,223350,35713,409.9,5.3,28.2,,142.2,234.2,2547.4,441.7,1815.4,290.3
Pennsylvania,2002,12328827,49578,624,3731,,17163,28060,300868,55610,212441,32817,402.1,5.1,30.3,,139.2,227.6,2440.4,451.1,1723.1,266.2
Pennsylvania,2003,12370761,49210,647,3556,,17980,27027,300639,53918,213279,33442,397.8,5.2,28.7,,145.3,218.5,2430.2,435.9,1724.1,270.3
Pennsylvania,2004,12394471,50998,650,3535,,18474,28339,299611,54443,214199,30969,411.5,5.2,28.5,,149.1,228.6,2417.3,439.3,1728.2,249.9
Pennsylvania,2005,12405348,52761,756,3586,,19214,29205,300444,56134,214916,29394,425,6.1,28.9,,154.9,235.4,2422,452.5,1732,237
Pennsylvania,2006,12440621,55028,741,3611,,21095,29581,304589,57739,217142,29708,442.3,6,29,,169.6,237.8,2448.3,464.1,1745.4,238.8
Pennsylvania,2007,12432792,51806,725,3443,,19440,28198,293850,56091,211248,26511,416.7,5.8,27.7,,156.4,226.8,2363.5,451.2,1699.1,213.2
Pennsylvania,2008,12448279,51044,705,3485,,18873,27981,300294,58687,219115,22492,410,5.7,28,,151.6,224.8,2412.3,471.4,1760.2,180.7
Pennsylvania,2009,12604767,48188,664,3626,,17504,26394,277182,54772,204588,17822,382.3,5.3,28.8,,138.9,209.4,2199,434.5,1623.1,141.4
Pennsylvania,2010,12717722,46612,653,3472,,16375,26112,276366,55206,204440,16720,366.5,5.1,27.3,,128.8,205.3,2173.1,434.1,1607.5,131.5
Pennsylvania,2011,12743948,46189,639,3339,,16165,26046,283442,57966,208604,16872,362.4,5,26.2,,126.8,204.4,2224.1,454.9,1636.9,132.4
Pennsylvania,2012,12764475,45384,707,3371,,15735,25571,276562,57040,204409,15113,355.5,5.5,26.4,,123.3,200.3,2166.7,446.9,1601.4,118.4
Pennsylvania,2013,12781296,42825,611,2728,3795,14739,23680,263176,52000,197410,13766,335.1,4.8,21.3,29.7,115.3,185.3,2059.1,406.8,1544.5,107.7
Pennsylvania,2014,12787209,40164,614,2787,3827,13534,22189,247016,45720,188256,13040,314.1,4.8,21.8,29.9,105.8,173.5,1931.7,357.5,1472.2,102
Rhode Island,1997,987000,3292,25,363,,707,2197,32777,7083,21499,4195,333.5,2.5,36.8,,71.6,222.6,3320.9,717.6,2178.2,425
Rhode Island,1998,988000,3084,24,351,,659,2050,31672,6452,21391,3829,312.1,2.4,35.5,,66.7,207.5,3205.7,653,2165.1,387.6
Rhode Island,1999,990819,2840,36,391,,788,1625,32657,6341,22284,4032,286.6,3.6,39.5,,79.5,164,3296,640,2249,406.9
Rhode Island,2000,1048319,3121,45,412,,922,1742,33323,6620,22038,4665,297.7,4.3,39.3,,88,166.2,3178.7,631.5,2102.2,445
Rhode Island,2001,1059659,3278,39,416,,986,1837,35742,6824,23875,5043,309.3,3.7,39.3,,93,173.4,3373,644,2253.1,475.9
Rhode Island,2002,1068326,3051,41,395,,916,1699,35342,6415,24051,4876,285.6,3.8,37,,85.7,159,3308.2,600.5,2251.3,456.4
Rhode Island,2003,1076084,3074,25,505,,830,1714,32231,5524,22320,4387,285.7,2.3,46.9,,77.1,159.3,2995.2,513.3,2074.2,407.7
Rhode Island,2004,1079916,2673,26,320,,731,1596,31166,5465,21623,4078,247.5,2.4,29.6,,67.7,147.8,2886,506.1,2002.3,377.6
Rhode Island,2005,1073579,2710,34,323,,776,1577,29287,5319,19567,4401,252,3.2,30.1,,72.3,146.9,2728,495.4,1823,410
Rhode Island,2006,1067610,2460,27,289,,740,1404,27914,5453,18852,3609,230.4,2.5,27.1,,69.3,131.5,2614.6,510.8,1765.8,338
Rhode Island,2007,1057832,2424,19,258,,760,1387,27576,5206,19175,3195,229.1,1.8,24.4,,71.8,131.1,2606.8,492.1,1812.7,302
Rhode Island,2008,1050788,2656,31,282,,880,1463,29895,5766,20926,3203,252.8,3,26.8,,83.7,139.2,2845,548.7,1991.5,304.8
Rhode Island,2009,1053209,2678,32,296,,785,1565,27558,5753,19403,2402,254.3,3,28.1,,74.5,148.6,2616.6,546.2,1842.3,228.1
Rhode Island,2010,1052528,2709,29,298,,782,1600,26959,6124,18432,2403,257.4,2.8,28.3,,74.3,152,2561.4,581.8,1751.2,228.3
Rhode Island,2011,1050646,2586,20,319,,744,1503,27976,6836,18765,2375,246.1,1.9,30.4,,70.8,143.1,2662.7,650.6,1786,226.1
Rhode Island,2012,1050304,2657,36,292,,715,1614,27039,5929,18478,2632,253,3.4,27.8,,68.1,153.7,2574.4,564.5,1759.3,250.6
Rhode Island,2013,1053354,2710,31,333,449,683,1547,25741,5621,17881,2239,257.3,2.9,31.6,42.6,64.8,146.9,2443.7,533.6,1697.5,212.6
Rhode Island,2014,1055173,2313,25,253,361,529,1398,22935,4823,16279,1833,219.2,2.4,24,34.2,50.1,132.5,2173.6,457.1,1542.8,173.7
South Carolina,1997,3760000,37235,314,1837,,6624,28460,193402,46322,131325,15755,990.3,8.4,48.9,,176.2,756.9,5143.7,1232,3492.7,419
South Carolina,1998,3836000,34647,306,1753,,5943,26645,186960,44600,126412,15948,903.2,8,45.7,,154.9,694.6,4873.8,1162.7,3295.4,415.7
South Carolina,1999,3885736,32920,258,1587,,5760,25315,173987,39630,119912,14445,847.2,6.6,40.8,,148.2,651.5,4477.6,1019.9,3086,371.7
South Carolina,2000,4012012,33225,291,1660,,6220,25054,181290,40319,125385,15586,828.1,7.3,41.4,,155,624.5,4518.7,969.3,3125.2,388.5
South Carolina,2001,4062125,33114,330,1769,,5987,25028,186054,42611,126742,16701,815.2,8.1,43.5,,147.4,616.1,4580.2,1049,3120.1,411.1
South Carolina,2002,4103770,33761,298,1959,,5774,25730,183808,43745,123196,16867,822.7,7.3,47.7,,140.7,627,4479,1066,3002,411
South Carolina,2003,4148744,33455,303,1952,,5801,25399,187592,43993,127809,15790,806.4,7.3,47.1,,139.8,612.2,4521.7,1060.4,3080.7,380.6
South Carolina,2004,4197892,33160,286,1772,,5468,25634,190456,43739,130991,15726,789.9,6.8,42.2,,130.3,610.6,4536.9,1041.9,3120.4,374.6
South Carolina,2005,4246933,32590,314,1862,,5657,24757,185606,42741,126489,16376,767,7.4,43.8,,133.2,582.9,4370,1006.4,2978,386
South Carolina,2006,4321249,33322,362,1834,,5902,25224,184712,42952,125075,16685,771.1,8.4,42.4,,136.6,583.7,4274.5,994,2894.4,386.1
South Carolina,2007,4407709,34630,364,1773,,6354,26139,189304,45398,126802,17104,785.7,8.3,40.2,,144.2,593,4294.8,1030,2876.8,388
South Carolina,2008,4479800,32746,307,1686,,6595,24158,189950,45964,126316,17670,731,6.9,37.6,,147.2,539.3,4240.1,1026,2819.7,394.4
South Carolina,2009,4561242,30799,305,1663,,5753,23078,178310,45443,119250,13617,675.2,6.7,36.5,,126.1,506,3909.2,996.3,2614.4,298.5
South Carolina,2010,4637106,27923,265,1551,,5017,21090,181098,46261,121544,13293,602.2,5.7,33.4,,108.2,454.8,3905.4,997.6,2621.1,286.7
South Carolina,2011,4673348,27894,320,1678,,4631,21265,183243,47351,122255,13637,596.9,6.8,35.9,,99.1,455,3921,1013.2,2616,291.8
South Carolina,2012,4723417,26474,332,1712,,4511,19919,181049,45222,122340,13487,560.5,7,36.2,,95.5,421.7,3833,957.4,2590.1,285.5
South Carolina,2013,4771929,24263,305,1739,2233,3965,17760,173261,40930,119730,12601,508.5,6.4,36.4,46.8,83.1,372.2,3630.8,857.7,2509,264.1
South Carolina,2014,4832482,24052,311,1480,2068,3997,17676,167217,36721,117594,12902,497.7,6.4,30.6,42.8,82.7,365.8,3460.3,759.9,2433.4,267
South Dakota,1997,738000,1457,10,357,,172,918,22491,4088,17545,858,197.4,1.4,48.4,,23.3,124.4,3047.6,553.9,2377.4,116.3
South Dakota,1998,738000,1139,10,258,,149,722,18227,3458,14006,763,154.3,1.4,35,,20.2,97.8,2469.8,468.6,1897.8,103.4
South Dakota,1999,733133,1227,18,336,,103,770,18159,3255,14043,861,167.4,2.5,45.8,,14,105,2476.9,444,1915.5,117.4
South Dakota,2000,754844,1259,7,305,,131,816,16252,2896,12558,798,166.8,0.9,40.4,,17.4,108.1,2153,383.7,1663.7,105.7
South Dakota,2001,758324,1171,7,351,,103,710,16473,3087,12571,815,154.4,0.9,46.3,,13.6,93.6,2172.3,407.1,1657.7,107.5
South Dakota,2002,760437,1350,11,361,,117,861,15992,3034,12139,819,177.5,1.4,47.5,,15.4,113.2,2103,399,1596.3,107.7
South Dakota,2003,764905,1329,10,356,,104,859,15324,2878,11572,874,173.7,1.3,46.5,,13.6,112.3,2003.4,376.3,1512.9,114.3
South Dakota,2004,770621,1319,17,336,,112,854,14885,3148,10890,847,171.2,2.2,43.6,,14.5,110.8,1931.6,408.5,1413.1,109.9
South Dakota,2005,774883,1387,18,377,,145,847,13694,2505,10350,839,179,2.3,48.7,,18.7,109.3,1767,323.3,1336,108
South Dakota,2006,781919,2071,30,465,,158,1418,13812,3024,9954,834,264.9,3.8,59.5,,20.2,181.3,1766.4,386.7,1273,106.7
South Dakota,2007,796214,1926,31,433,,118,1344,13829,2647,10398,784,241.9,3.9,54.4,,14.8,168.8,1736.8,332.4,1305.9,98.5
South Dakota,2008,804194,2227,37,562,,134,1494,13867,2683,10266,918,276.9,4.6,69.9,,16.7,185.8,1724.3,333.6,1276.6,114.2
South Dakota,2009,812383,1777,30,501,,117,1129,14378,2621,10891,866,218.7,3.7,61.7,,14.4,139,1769.9,322.6,1340.6,106.6
South Dakota,2010,816598,2196,23,385,,154,1634,15188,3192,11196,800,268.9,2.8,47.1,,18.9,200.1,1859.9,390.9,1371.1,98
South Dakota,2011,823593,2105,20,503,,167,1415,15299,2927,11423,949,255.6,2.4,61.1,,20.3,171.8,1857.6,355.4,1387,115.2
South Dakota,2012,834047,2701,23,600,,157,1921,17326,3280,12973,1073,323.8,2.8,71.9,,18.8,230.3,2077.3,393.3,1555.4,128.6
South Dakota,2013,845510,2733,18,454,507,156,2052,16274,3383,11955,936,323.2,2.1,53.7,60,18.5,242.7,1924.8,400.1,1413.9,110.7
South Dakota,2014,853175,2786,20,413,470,200,2096,15902,2818,12077,1007,326.5,2.3,48.4,55.1,23.4,245.7,1863.9,330.3,1415.5,118
Tennessee,1997,5368000,42389,511,3056,,11487,27335,253484,62899,156843,33742,789.7,9.5,56.9,,214,509.2,4722.1,1171.7,2921.8,628.6
Tennessee,1998,5431000,38832,460,2485,,9667,26220,234588,58432,148057,28099,715,8.5,45.8,,178,482.8,4319.4,1075.9,2726.1,517.4
Tennessee,1999,5483535,38111,391,2415,,8598,26707,219302,51362,142685,25255,695,7.1,44,,156.8,487,3999.3,936.7,2602.1,460.6
Tennessee,2000,5689283,40233,410,2186,,9465,28172,237985,56344,154111,27530,707.2,7.2,38.4,,166.4,495.2,4183,990.4,2708.8,483.9
Tennessee,2001,5749398,42776,423,2196,,10219,29938,252992,59705,165015,28272,744,7.4,38.2,,177.7,520.7,4400.3,1038.5,2870.1,491.7
Tennessee,2002,5789796,41562,420,2290,,9413,29439,249399,61248,161610,26541,717.8,7.3,39.6,,162.6,508.5,4307.6,1057.9,2791.3,458.4
Tennessee,2003,5845208,40409,396,2129,,9413,28471,256565,63323,166769,26473,691.3,6.8,36.4,,161,487.1,4389.3,1083.3,2853.1,452.9
Tennessee,2004,5893298,41113,357,2282,,8863,29611,254991,60386,169828,24777,697.6,6.1,38.7,,150.4,502.5,4326.8,1024.7,2881.7,420.4
Tennessee,2005,5955745,45104,431,2194,,10009,32470,256093,61508,169357,25228,757,7.2,36.8,,168.1,545.2,4300,1032.8,2844,424
Tennessee,2006,6038803,46043,419,2194,,11143,32287,249860,63024,164183,22653,762.5,6.9,36.3,,184.5,534.7,4137.6,1043.7,2718.8,375.1
Tennessee,2007,6156719,46482,405,2201,,11033,32843,252342,61817,168807,21718,755,6.6,35.7,,179.2,533.4,4098.6,1004.1,2741.8,352.8
Tennessee,2008,6214888,44913,412,2078,,10804,31619,251089,65093,166793,19203,722.7,6.6,33.4,,173.8,508.8,4040.1,1047.4,2683.8,309
Tennessee,2009,6296254,41933,468,2019,,9653,29793,237157,63832,158309,15016,666,7.4,32.1,,153.3,473.2,3766.6,1013.8,2514.3,238.5
Tennessee,2010,6357436,38909,359,2173,,8361,28016,232855,64293,153729,14833,612,5.6,34.2,,131.5,440.7,3662.7,1011.3,2418.1,233.3
Tennessee,2011,6399787,38895,380,2095,,8082,28338,230900,62830,153928,14142,607.8,5.9,32.7,,126.3,442.8,3607.9,981.8,2405.2,221
Tennessee,2012,6454914,41213,400,2047,,8151,30615,217925,56231,148731,12963,638.5,6.2,31.7,,126.3,474.3,3376.1,871.1,2304.2,200.8
Tennessee,2013,6497269,38063,335,1904,2500,7333,27895,207683,51334,144443,11906,585.8,5.2,29.3,38.5,112.9,429.3,3196.5,790.1,2223.1,183.2
Tennessee,2014,6549352,39848,371,1861,2531,7265,29681,200447,46642,141206,12599,608.4,5.7,28.4,38.6,110.9,453.2,3060.6,712.2,2156,192.4
Texas,1997,19439000,117126,1327,8011,,30522,77266,948231,201059,645451,101721,602.5,6.8,41.2,,157,397.5,4878,1034.3,3320.4,523.3
Texas,1998,19760000,111566,1346,7913,,28677,73630,898496,194883,606967,96646,564.6,6.8,40,,145.1,372.6,4547,986.3,3071.7,489.1
Texas,1999,20044141,112306,1217,7614,,29405,74070,896261,190362,613862,92037,560.3,6.1,38,,146.7,369.5,4471.4,949.7,3062.6,459.2
Texas,2000,20851820,113653,1238,7856,,30257,74302,919658,188975,637522,93161,545.1,5.9,37.7,,145.1,356.3,4410.4,906.3,3057.4,446.8
Texas,2001,21370983,122155,1332,8169,,35348,77306,976654,204362,669625,102667,571.6,6.2,38.2,,165.4,361.7,4570,956.3,3133.3,480.4
Texas,2002,21736925,126018,1302,8508,,37580,78628,1004274,212602,688992,102680,579.7,6,39.1,,172.9,361.7,4620.1,978.1,3169.7,472.4
Texas,2003,22103374,122246,1422,8025,,37017,75782,1016735,219877,698644,98214,553.1,6.4,36.3,,167.5,342.9,4599.9,994.8,3160.8,444.3
Texas,2004,22471549,121554,1364,8388,,35817,75985,1010702,220118,696507,94077,540.9,6.1,37.3,,159.4,338.1,4497.7,979.5,3099.5,418.6
Texas,2005,22928508,121091,1407,8511,,35790,75383,990293,219828,677042,93423,528,6.1,37.1,,156.1,328.8,4319,958.8,2953,408
Texas,2006,23507783,121602,1386,8429,,37256,74531,959846,215710,648711,95425,517.3,5.9,35.9,,158.5,317,4083.1,917.6,2759.6,405.9
Texas,2007,23904380,122014,1419,8460,,38778,73357,985421,228320,663101,94000,510.4,5.9,35.4,,162.2,306.9,4122.3,955.1,2774,393.2
Texas,2008,24326974,123585,1370,8055,,37739,76421,969865,230046,654435,85384,508,5.6,33.1,,155.1,314.1,3986.8,945.6,2690.2,351
Texas,2009,24782302,121684,1330,8311,,38022,74021,995082,240058,678455,76569,491,5.4,33.5,,153.4,298.7,4015.3,968.7,2737.7,309
Texas,2010,25253466,113231,1249,7622,,32843,71517,951246,228597,654626,68023,448.4,4.9,30.2,,130.1,283.2,3766.8,905.2,2592.2,269.4
Texas,2011,25631778,104734,1130,7486,,28620,67498,892810,215755,613131,63924,408.6,4.4,29.2,,111.7,263.3,3483.2,841.7,2392.1,249.4
Texas,2012,26060796,106475,1148,7715,,30385,67227,876459,205002,606425,65032,408.6,4.4,29.6,,116.6,258,3363.1,786.6,2327,249.5
Texas,2013,26505637,108757,1140,7610,10456,31810,65351,862289,191062,605440,65787,410.3,4.3,28.7,39.4,120,246.6,3253.2,720.8,2284.2,248.2
Texas,2014,26956958,109414,1184,8236,11393,31181,65656,813934,169234,576154,68546,405.9,4.4,30.6,42.3,115.7,243.6,3019.4,627.8,2137.3,254.3
Utah,1997,2059000,6878,50,977,,1408,4443,116569,18335,89090,9144,334,2.4,47.5,,68.4,215.8,5661.4,890.5,4326.9,444.1
Utah,1998,2100000,6599,65,875,,1385,4274,109025,17070,84255,7700,279.5,2.1,38.4,,55.1,183.9,4768.1,694.9,3721.7,351.5
Utah,1999,2129836,5869,44,806,,1158,3861,100130,14592,78156,7382,275.6,2.1,37.8,,54.4,181.3,4701.3,685.1,3669.6,346.6
Utah,2000,2233169,5711,43,863,,1242,3563,94247,14348,73438,6461,255.7,1.9,38.6,,55.6,159.5,4220.3,642.5,3288.5,289.3
Utah,2001,2278712,5314,67,896,,1197,3154,90993,13804,70676,6513,233.2,2.9,39.3,,52.5,138.4,3993.2,605.8,3101.6,285.8
Utah,2002,2318789,5488,47,943,,1140,3358,97641,15124,74795,7722,236.7,2,40.7,,49.2,144.8,4210.9,652.2,3225.6,333
Utah,2003,2352119,5889,60,919,,1258,3652,100084,16961,75321,7802,250.4,2.6,39.1,,53.5,155.3,4255.1,721.1,3202.3,331.7
Utah,2004,2420708,5647,46,967,,1236,3398,97762,15225,74889,7648,233.3,1.9,39.9,,51.1,140.4,4038.6,628.9,3093.7,315.9
Utah,2005,2490334,5612,56,920,,1095,3541,95546,14971,72082,8493,225,2.2,36.9,,44,142.2,3837,601.2,2894,341
Utah,2006,2550063,5771,51,891,,1242,3587,89572,14721,66480,8371,226.3,2,34.9,,48.7,140.7,3512.5,577.3,2607,328.3
Utah,2007,2645330,6347,59,935,,1425,3928,93082,15594,68573,8915,239.9,2.2,35.3,,53.9,148.5,3518.7,589.5,2592.2,337
Utah,2008,2736424,6165,41,915,,1421,3788,92373,14766,70299,7308,225.3,1.5,33.4,,51.9,138.4,3375.7,539.6,2569,267.1
Utah,2009,2784572,5998,39,941,,1304,3714,91751,15258,69556,6937,215.4,1.4,33.8,,46.8,133.4,3295,547.9,2497.9,249.1
Utah,2010,2775479,5925,53,983,,1269,3620,88316,15095,67242,5979,213.5,1.9,35.4,,45.7,130.4,3182,543.9,2422.7,215.4
Utah,2011,2814347,5547,50,901,,1079,3517,84084,13170,64727,6187,197.1,1.8,32,,38.3,125,2987.7,468,2299.9,219.8
Utah,2012,2854871,5939,52,975,,1105,3807,86284,13095,67157,6032,208,1.8,34.2,,38.7,133.4,3022.3,458.7,2352.4,211.3
Utah,2013,2902787,6644,51,926,1522,1247,3824,88334,13727,67115,7492,228.9,1.8,31.9,52.4,43,131.7,3043.1,472.9,2312.1,258.1
Utah,2014,2942902,6346,67,945,1454,1312,3513,84711,11518,65895,7298,215.6,2.3,32.1,49.4,44.6,119.4,2878.5,391.4,2239.1,248
Vermont,1997,589000,705,9,156,,79,461,15953,3611,11542,800,119.7,1.5,26.5,,13.4,78.3,2708.5,613.1,1959.6,135.8
Vermont,1998,591000,628,13,163,,56,396,17924,3966,13084,874,106.3,2.2,27.6,,9.5,67,3032.8,671.1,2213.9,147.9
Vermont,1999,593740,676,17,136,,65,458,16059,3537,11610,912,113.9,2.9,22.9,,10.9,77.1,2704.7,595.7,1955.4,153.6
Vermont,2000,608827,691,9,140,,117,425,17494,3501,13184,809,113.5,1.5,23,,19.2,69.8,2873.4,575,2165.5,132.9
Vermont,2001,612978,644,7,107,,107,423,16334,3150,12426,758,105.1,1.1,17.5,,17.5,69,2664.7,513.9,2027.2,123.7
Vermont,2002,616408,658,13,126,,77,442,14942,3489,10684,769,106.7,2.1,20.4,,12.5,71.7,2424,566,1733.3,124.8
Vermont,2003,619343,707,15,126,,62,504,13803,3017,10132,654,114.2,2.4,20.3,,10,81.4,2228.7,487.1,1635.9,105.6
Vermont,2004,621233,713,16,160,,78,459,14559,3435,10537,587,114.8,2.6,25.8,,12.6,73.9,2343.6,552.9,1696.1,94.5
Vermont,2005,622387,782,8,153,,76,545,14749,3185,10894,670,126,1.3,24.6,,12.2,87.6,2370,511.7,1750,108
Vermont,2006,623908,905,14,173,,114,604,14920,3443,10857,620,145.1,2.2,27.7,,18.3,96.8,2391.4,551.8,1740.2,99.4
Vermont,2007,621254,802,13,128,,79,582,14702,3200,10853,649,129.1,2.1,20.6,,12.7,93.7,2366.5,515.1,1747,104.5
Vermont,2008,621270,854,17,133,,93,611,15903,3515,11802,586,137.5,2.7,21.4,,15,98.3,2559.8,565.8,1899.7,94.3
Vermont,2009,621760,837,8,132,,111,586,15010,3471,11090,449,134.6,1.3,21.2,,17.9,94.2,2414.1,558.3,1783.6,72.2
Vermont,2010,625909,820,7,141,,76,596,14160,3348,10373,439,131,1.1,22.5,,12.1,95.2,2262.3,534.9,1657.3,70.1
Vermont,2011,626592,925,11,146,,99,669,15086,3838,10720,528,147.6,1.8,23.3,,15.8,106.8,2407.6,612.5,1710.8,84.3
Vermont,2012,625953,891,8,131,,114,638,15653,4179,11014,460,142.3,1.3,20.9,,18.2,101.9,2500.7,667.6,1759.6,73.5
Vermont,2013,626855,775,10,113,136,75,554,13882,3352,10193,337,123.6,1.6,18,21.7,12,88.4,2214.5,534.7,1626.1,53.8
Vermont,2014,626562,622,10,99,110,70,432,9551,2034,7273,244,99.3,1.6,15.8,17.6,11.2,68.9,1524.4,324.6,1160.8,38.9
Virginia,1997,6734000,23249,488,1819,,8384,12558,237773,38475,180406,18892,345.2,7.2,27,,124.5,186.5,3530.9,571.4,2679,280.5
Virginia,1998,6791000,22115,422,1810,,7171,12712,226461,38094,170012,18355,325.7,6.2,26.7,,105.6,187.2,3334.7,560.9,2503.5,270.3
Virginia,1999,6872912,21626,392,1720,,6947,12567,210260,32411,159896,17953,314.7,5.7,25,,101.1,182.8,3059.3,471.6,2326.5,261.2
Virginia,2000,7078515,19943,401,1616,,6295,11631,194405,30434,146158,17813,281.7,5.7,22.8,,88.9,164.3,2746.4,429.9,2064.8,251.6
Virginia,2001,7196750,20939,364,1770,,6860,11945,207506,31604,157060,18842,291,5.1,24.6,,95.3,166,2883.3,439.1,2182.4,261.8
Virginia,2002,7287829,21256,388,1839,,6961,12068,207783,31757,157548,18478,291.7,5.3,25.2,,95.5,165.6,2851.1,435.8,2161.8,253.5
Virginia,2003,7365284,20490,416,1807,,6713,11554,200449,29105,153367,17977,278.2,5.6,24.5,,91.1,156.9,2721.5,395.2,2082.3,244.1
Virginia,2004,7481332,20608,390,1816,,6899,11503,200368,28759,154154,17455,275.5,5.2,24.3,,92.2,153.8,2678.2,384.4,2060.5,233.3
Virginia,2005,7564327,21434,458,1763,,7495,11718,200404,29829,154584,15991,283,6.1,23.3,,99.1,154.9,2649,394.3,2044,211
Virginia,2006,7642884,21683,403,1829,,7779,11672,190257,32166,143292,14799,283.7,5.3,23.9,,101.8,152.7,2489.3,420.9,1874.8,193.6
Virginia,2007,7712091,21035,415,1793,,7696,11131,191763,32028,145634,14101,272.8,5.4,23.2,,99.8,144.3,2486.5,415.3,1888.4,182.8
Virginia,2008,7769089,20031,370,1794,,7470,10397,196726,32188,151191,13347,257.8,4.8,23.1,,96.2,133.8,2532.2,414.3,1946.1,171.8
